impl_name,scenario,N,ns_per_op
go_slice_int64,WRITE_SEQUENTIAL,10000,0.0
numpy_int64,WRITE_SEQUENTIAL,10000,149.89
py_array_q,WRITE_SEQUENTIAL,10000,147.73
py_list,WRITE_SEQUENTIAL,10000,72.58
rust_vec_i64,WRITE_SEQUENTIAL,10000,0.17
sec3,WRITE_SEQUENTIAL,10000,9.97
sec4,WRITE_SEQUENTIAL,10000,9.15
std_vector,WRITE_SEQUENTIAL,10000,5.57
std_vector_direct,WRITE_SEQUENTIAL,10000,0.27
go_slice_int64,WRITE_SEQUENTIAL,100000,0.0
numpy_int64,WRITE_SEQUENTIAL,100000,274.454
py_array_q,WRITE_SEQUENTIAL,100000,123.195
py_list,WRITE_SEQUENTIAL,100000,77.321
rust_vec_i64,WRITE_SEQUENTIAL,100000,0.15
sec3,WRITE_SEQUENTIAL,100000,11.638
sec4,WRITE_SEQUENTIAL,100000,21.006
std_vector,WRITE_SEQUENTIAL,100000,7.68
std_vector_direct,WRITE_SEQUENTIAL,100000,0.211
go_slice_int64,WRITE_SEQUENTIAL,1000000,3.5092
numpy_int64,WRITE_SEQUENTIAL,1000000,179.095
py_array_q,WRITE_SEQUENTIAL,1000000,171.0513
py_list,WRITE_SEQUENTIAL,1000000,83.5795
rust_vec_i64,WRITE_SEQUENTIAL,1000000,1.074
sec3,WRITE_SEQUENTIAL,1000000,10.2354
sec4,WRITE_SEQUENTIAL,1000000,7.704
std_vector,WRITE_SEQUENTIAL,1000000,4.9075
std_vector_direct,WRITE_SEQUENTIAL,1000000,1.6271
go_slice_int64,WRITE_SEQUENTIAL,10000000,3.2609
numpy_int64,WRITE_SEQUENTIAL,10000000,148.89
py_array_q,WRITE_SEQUENTIAL,10000000,121.9688
py_list,WRITE_SEQUENTIAL,10000000,92.0319
rust_vec_i64,WRITE_SEQUENTIAL,10000000,1.1383
sec3,WRITE_SEQUENTIAL,10000000,7.9859
sec4,WRITE_SEQUENTIAL,10000000,7.147
std_vector,WRITE_SEQUENTIAL,10000000,4.4833
std_vector_direct,WRITE_SEQUENTIAL,10000000,1.232
go_slice_int64,WRITE_SEQUENTIAL,100000000,4.2148
numpy_int64,WRITE_SEQUENTIAL,100000000,162.7137
py_array_q,WRITE_SEQUENTIAL,100000000,150.4287
py_list,WRITE_SEQUENTIAL,100000000,97.3006
rust_vec_i64,WRITE_SEQUENTIAL,100000000,1.2507
sec3,WRITE_SEQUENTIAL,100000000,8.4295
sec4,WRITE_SEQUENTIAL,100000000,7.3132
std_vector,WRITE_SEQUENTIAL,100000000,4.7359
std_vector_direct,WRITE_SEQUENTIAL,100000000,1.3073
